Genome_name	GC%
GCA_001838525.1_ASM183852v1_genomic.fna	35.851863934624326
GCA_001811455.1_ASM181145v1_genomic.fna	53.7392057642046
GCA_001810785.1_ASM181078v1_genomic.fna	40.398433339962665
GCA_001809225.1_ASM180922v1_genomic.fna	58.816616468529126
GCA_000224615.1_Prev_oulo_F0390_V1_genomic.fna	46.77715564866971
GCA_001808405.1_ASM180840v1_genomic.fna	65.47444431907931
GCA_000154805.1_ASM15480v1_genomic.fna	28.576242729268568
GCA_000467875.1_ASM46787v1_genomic.fna	39.56398232062801
GCA_001812145.1_ASM181214v1_genomic.fna	66.52525738781101
GCA_001807635.1_ASM180763v1_genomic.fna	46.72150990163647
GCA_001813295.1_ASM181329v1_genomic.fna	41.678745050329965
GCA_000159675.1_ASM15967v1_genomic.fna	38.09216343288134
GCA_000164655.1_ASM16465v1_genomic.fna	28.311234142841496
GCA_000261205.1_Blongum22Bv1.0_genomic.fna	59.72020317699227
GCA_000154285.1_ASM15428v1_genomic.fna	38.10828171159116
GCA_000158055.1_ASM15805v1_genomic.fna	40.1436088503207
GCA_000173895.1_ASM17389v1_genomic.fna	50.81203114312306
GCA_000345045.2_ASM34504v2_genomic.fna	39.10941497039362
GCA_001546235.1_ASM154623v1_genomic.fna	58.658272843940765
GCA_000195025.1_ASM19502v1_genomic.fna	42.95180989972325
GCA_001815235.1_ASM181523v1_genomic.fna	66.06272432488805
GCA_000258445.1_SintermediusSK54v1.0_genomic.fna	37.58037554469053
GCA_000196535.1_ASM19653v1_genomic.fna	55.41328127911744
GCA_000144045.1_ASM14404v1_genomic.fna	60.095455135532205
GCA_000148485.2_ASM14848v1_genomic.fna	55.055306765958875
GCA_000144835.1_ASM14483v1_genomic.fna	60.18525010756458
GCA_001580115.1_ASM158011v1_genomic.fna	30.26851880127853
GCA_000345745.2_ASM34574v2_genomic.fna	39.37615178554466
GCA_000177375.1_ASM17737v1_genomic.fna	36.276568541606935
GCA_000180055.1_ASM18005v1_genomic.fna	43.389474332874435
GCA_001814315.1_ASM181431v1_genomic.fna	37.79943817124263
GCA_000148065.1_ASM14806v1_genomic.fna	37.09503400652092
GCA_000759125.1_04_NF40_HMP2135v01_genomic.fna	32.52409640087452
GCA_000145495.1_ASM14549v1_genomic.fna	60.06033334678559
GCA_000242975.1_Fuso_nucl_OT_420_V1_genomic.fna	26.839882013737387
GCA_001814995.1_ASM181499v1_genomic.fna	59.46721197033193
GCA_001816025.1_ASM181602v1_genomic.fna	48.243877125031894
GCA_000294305.2_ASM29430v2_genomic.fna	37.29456821027899
GCA_001836945.1_ASM183694v1_genomic.fna	32.720210636260774
GCA_000276145.1_ASM27614v1_genomic.fna	31.853348420787047
GCA_001809525.1_ASM180952v1_genomic.fna	53.90050540246579
GCA_001810085.1_ASM181008v1_genomic.fna	60.90592002744442
GCA_001808305.1_ASM180830v1_genomic.fna	66.07726005342909
GCA_001806715.1_ASM180671v1_genomic.fna	28.180937859428184
GCA_000186505.1_Sutt_wads_3_1_45B_V1_genomic.fna	55.12515398314333
GCA_001812645.1_ASM181264v1_genomic.fna	37.588226717720865
GCA_000159175.1_ASM15917v1_genomic.fna	39.99408651237446
GCA_000184945.1_ASM18494v1_genomic.fna	51.01736861832976
GCA_000233555.1_Propionibact_sp_5_U_42AFAA_V1_genomic.fna	60.12410616645846
GCA_000145175.1_ASM14517v1_genomic.fna	60.19288314092579
GCA_000345825.2_ASM34582v2_genomic.fna	39.37488721947328
GCA_000144755.1_ASM14475v1_genomic.fna	60.18891351429054
GCA_000175055.1_ASM17505v1_genomic.fna	34.890921576706496
GCA_000238115.1_Euba_bact_ACC19a_V1_genomic.fna	30.369765310751667
GCA_000758865.1_04_NF40_HMP1633v01_genomic.fna	45.81985077819971
GCA_000160855.1_ASM16085v1_genomic.fna	36.7812869920223
GCA_000239735.1_Coprobacillus_sp_3_3_56FAA_V1_genomic.fna	31.291504792651565
GCA_000243035.1_Prev_mica_F0438_V1_genomic.fna	45.51194550315072
GCA_000414585.1_ASM41458v1_genomic.fna	42.03461278981287
GCA_001546525.1_ASM154652v1_genomic.fna	34.94153972914419
GCA_001580105.1_ASM158010v1_genomic.fna	43.09839843175768
GCA_000287855.1_CspFOBRC14v1.0_genomic.fna	44.086924943310024
GCA_001836625.1_ASM183662v1_genomic.fna	66.31350980930164
GCA_000469405.1_ASM46940v1_genomic.fna	29.226617518425268
GCA_000154065.1_ASM15406v1_genomic.fna	41.44482542410633
GCA_000412335.2_ASM41233v2_genomic.fna	54.34549210292696
GCA_000159495.1_ASM15949v1_genomic.fna	46.51801974296374
GCA_001806705.1_ASM180670v1_genomic.fna	28.412666859294916
GCA_001809535.1_ASM180953v1_genomic.fna	47.29157337704216
GCA_001806875.1_ASM180687v1_genomic.fna	60.05692457742723
GCA_000191745.2_ASM19174v1_genomic.fna	29.82553885129168
GCA_001836955.1_ASM183695v1_genomic.fna	33.65182663576519
GCA_000159075.2_Bact_sp_D2_V2_genomic.fna	41.700684492600395
GCA_001836125.1_ASM183612v1_genomic.fna	31.362367993805744
GCA_000165065.1_ASM16506v1_genomic.fna	42.550373926903134
GCA_001837705.1_ASM183770v1_genomic.fna	58.94968306492356
GCA_000227315.1_ASM22731v1_genomic.fna	31.68902233028649
GCA_001807625.1_ASM180762v1_genomic.fna	51.29895622198806
GCA_000469305.1_ASM46930v1_genomic.fna	34.67717303105939
GCA_001812155.1_ASM181215v1_genomic.fna	46.574105786136165
GCA_000159395.1_ASM15939v1_genomic.fna	32.550098503508245
GCA_001807955.1_ASM180795v1_genomic.fna	51.01576099423806
GCA_001808415.1_ASM180841v1_genomic.fna	49.89124079293541
GCA_001809235.1_ASM180923v1_genomic.fna	61.094696360017544
GCA_000277585.1_CochraceaHolt25v1.0_genomic.fna	39.50158209662754
GCA_000295235.2_ASM29523v2_genomic.fna	37.77819468877613
GCA_001838535.1_ASM183853v1_genomic.fna	38.66744820321741
GCA_001810265.1_ASM181026v1_genomic.fna	32.697080040885325
GCA_000293175.1_CspCM59v1.0_genomic.fna	41.33253861676229
GCA_000285995.1_AneasH279v1.0_genomic.fna	67.853129150173
GCA_000241405.1_ASM24140v1_genomic.fna	37.35122975332289
GCA_000183445.2_ASM18344v1_genomic.fna	35.650959110203644
GCA_000235865.1_ASM23586v1_genomic.fna	46.693059167155795
GCA_000179075.1_ASM17907v1_genomic.fna	50.61796664759255
GCA_000318235.2_ASM31823v2_genomic.fna	58.63585709714682
GCA_000174175.1_ASM17417v1_genomic.fna	44.84932191479388
GCA_000238615.1_Synerg_sp_3_1_syn1_V1_genomic.fna	56.067188755595275
GCA_000146365.1_ASM14636v1_genomic.fna	56.80341020509473
GCA_000161975.1_ASM16197v1_genomic.fna	40.5615116998509
GCA_001814405.1_ASM181440v1_genomic.fna	46.68091754635791
GCA_000162315.1_ASM16231v1_genomic.fna	36.72748961584308
GCA_000234135.1_Sele_noxi_F0398_V1_genomic.fna	55.68834232637235
GCA_001546225.1_ASM154622v1_genomic.fna	62.83405655082793
GCA_001808095.1_ASM180809v1_genomic.fna	32.65356805327245
GCA_001839265.1_ASM183926v1_genomic.fna	33.6544862470809
GCA_001838445.1_ASM183844v1_genomic.fna	35.70619972060311
GCA_001837905.1_ASM183790v1_genomic.fna	41.41899076962602
GCA_000185385.1_ASM18538v1_genomic.fna	36.46222438871997
GCA_000173375.1_ASM17337v1_genomic.fna	57.501626397042884
GCA_001813975.1_ASM181397v1_genomic.fna	31.929695989593565
GCA_001809345.1_ASM180934v1_genomic.fna	49.129706905004504
GCA_000159715.1_ASM15971v1_genomic.fna	34.58664514302917
GCA_001546355.1_ASM154635v1_genomic.fna	27.785159019272847
GCA_000292955.1_SspCM52v1.0_genomic.fna	56.80565199600737
GCA_000176335.1_ASM17633v1_genomic.fna	31.506420499780745
GCA_000345125.2_ASM34512v2_genomic.fna	39.12090799440974
GCA_000221125.2_ASM22112v2_genomic.fna	60.118118245801554
GCA_000414605.1_ASM41460v1_genomic.fna	42.08652518403683
GCA_001815355.1_ASM181535v1_genomic.fna	39.537272551973295
GCA_000209385.2_Lach_bact_2_1_46_FAA_V2_genomic.fna	38.76750326499202
GCA_001814575.1_ASM181457v1_genomic.fna	63.52199202543747
GCA_001552885.1_ASM155288v1_genomic.fna	39.073615537822945
GCA_000160155.1_ASM16015v1_genomic.fna	37.19379240018231
GCA_000146895.1_ASM14689v1_genomic.fna	55.10620346407661
GCA_000144125.1_ASM14412v1_genomic.fna	60.062905913842734
GCA_001546455.1_ASM154645v1_genomic.fna	43.27644917951793
GCA_000242295.1_ASM24229v1_genomic.fna	38.303784393871695
GCA_000179975.1_ASM17997v1_genomic.fna	32.64624946697058
GCA_000162375.2_Acin_sp_RUH2624_V1_genomic.fna	38.70552218395605
GCA_000345625.2_ASM34562v2_genomic.fna	39.37923258294259
GCA_000162095.1_ASM16209v1_genomic.fna	42.582631732581135
GCA_000161915.2_Lacto_cris_MV-1A-US_V2_genomic.fna	36.838715900829044
GCA_000759045.1_04_NF_x40_HMP1651v01_genomic.fna	39.85466699168666
GCA_000287655.1_SspFOBRC9v1.0_genomic.fna	57.05547653524945
GCA_000218385.1_Lach_bact_1_4_56FAA_V1_genomic.fna	45.464479621466275
GCA_000159975.2_Ruminococus_sp_5_1_39B_FAA_V2_genomic.fna	41.35142375440093
GCA_001808795.1_ASM180879v1_genomic.fna	35.33260058953897
GCA_000294265.2_ASM29426v2_genomic.fna	37.262386023082314
GCA_001808265.1_ASM180826v1_genomic.fna	57.18540096224525
GCA_000185485.1_ASM18548v1_genomic.fna	33.720031211929715
GCA_001812855.1_ASM181285v1_genomic.fna	39.49476278496611
GCA_001809445.1_ASM180944v1_genomic.fna	31.27721712235977
GCA_001812725.1_ASM181272v1_genomic.fna	49.087748008393575
GCA_000186465.1_ASM18646v1_genomic.fna	41.84727432818884
GCA_001807055.1_ASM180705v1_genomic.fna	39.17865341147093
GCA_001837485.1_ASM183748v1_genomic.fna	32.7196908181035
GCA_001813105.1_ASM181310v1_genomic.fna	41.95583952211363
GCA_001836755.1_ASM183675v1_genomic.fna	32.595318048169155
GCA_000158635.1_ASM15863v1_genomic.fna	56.976083069752235
GCA_000159015.1_ASM15901v1_genomic.fna	49.59612550353448
GCA_000164035.1_ASM16403v1_genomic.fna	64.74332788895309
GCA_000144105.1_ASM14410v1_genomic.fna	60.045600280988495
GCA_000160175.1_ASM16017v1_genomic.fna	46.49237846999397
GCA_001578645.1_ASM157864v1_genomic.fna	56.93828713457961
GCA_000332875.2_ASM33287v2_genomic.fna	37.14689515251733
GCA_000223235.2_ASM22323v2_genomic.fna	41.448147593223894
GCA_000238835.1_ASM23883v1_genomic.fna	45.5964773080676
GCA_000183985.1_ASM18398v1_genomic.fna	39.459010054577874
GCA_000160815.2_ASM16081v2_genomic.fna	36.474186758646596
GCA_000414625.1_ASM41462v1_genomic.fna	42.02215439319783
GCA_001815375.1_ASM181537v1_genomic.fna	48.805925030229744
GCA_001546685.1_ASM154668v1_genomic.fna	35.08016526526623
GCA_000292975.1_FnecroFnf1007v1.0_genomic.fna	35.053225414916405
GCA_000221105.2_ASM22110v2_genomic.fna	39.56070981830517
GCA_000345105.2_ASM34510v2_genomic.fna	39.180142415952126
GCA_001546565.2_ASM154656v2_genomic.fna	39.61501122442957
GCA_001546375.1_ASM154637v1_genomic.fna	38.19256037976708
GCA_001815685.1_ASM181568v1_genomic.fna	49.32115132877363
GCA_001553405.1_ASM155340v1_genomic.fna	38.904228637155136
GCA_001837655.1_ASM183765v1_genomic.fna	37.99293141366187
GCA_001807285.1_ASM180728v1_genomic.fna	56.224461650772476
GCA_001836075.1_ASM183607v1_genomic.fna	31.32631799477607
GCA_000469445.2_ASM46944v2_genomic.fna	59.47084316214786
GCA_000467935.1_ASM46793v1_genomic.fna	37.10408780554712
GCA_001812005.1_ASM181200v1_genomic.fna	33.71553001483288
GCA_000143785.1_ASM14378v1_genomic.fna	36.81440811255305
GCA_000173355.1_ASM17335v1_genomic.fna	29.638215732539834
GCA_001808545.1_ASM180854v1_genomic.fna	59.21015461255733
GCA_001807805.1_ASM180780v1_genomic.fna	35.678798484035774
GCA_001838465.1_ASM183846v1_genomic.fna	35.7226117139419
GCA_001809695.1_ASM180969v1_genomic.fna	58.64412826384283
GCA_001811515.1_ASM181151v1_genomic.fna	61.1687919185379
GCA_001839245.1_ASM183924v1_genomic.fna	33.703663243031734
GCA_000247875.1_Kleb_oxyt_10-5245_V1_genomic.fna	54.82758110634366
GCA_000159035.1_ASM15903v1_genomic.fna	68.72870375364812
GCA_001837155.1_ASM183715v1_genomic.fna	33.61048537168922
GCA_001807585.1_ASM180758v1_genomic.fna	62.88921236483327
GCA_000158615.1_ASM15861v1_genomic.fna	55.814794261375745
GCA_001806655.1_ASM180665v1_genomic.fna	28.46799404366569
GCA_000187265.1_ASM18726v1_genomic.fna	37.287774644150325
GCA_000186445.1_ASM18644v1_genomic.fna	35.264340946723294
GCA_001807075.1_ASM180707v1_genomic.fna	58.85941764033584
GCA_001838695.1_ASM183869v1_genomic.fna	67.21364690537516
GCA_000214295.2_ASM21429v1_genomic.fna	52.91133393888472
GCA_000275985.2_ASM27598v2_genomic.fna	31.836807900929426
GCA_000277625.1_CspMSTE9v1.0_genomic.fna	52.03999974921073
GCA_000173455.1_ASM17345v1_genomic.fna	56.09875890667971
GCA_001838365.1_ASM183836v1_genomic.fna	51.064934519608585
GCA_001810435.1_ASM181043v1_genomic.fna	32.05059117622768
GCA_001836805.1_ASM183680v1_genomic.fna	32.59296678734684
GCA_001811215.1_ASM181121v1_genomic.fna	66.48306959135557
GCA_000287675.1_LspICM7v1.0_genomic.fna	35.9824141228033
GCA_000318195.2_ASM31819v2_genomic.fna	43.16044732938466
GCA_000759065.1_04_NF40_HMP2130v01_genomic.fna	46.20032348941637
GCA_000148125.1_ASM14812v1_genomic.fna	37.01258040285063
GCA_000160675.1_ASM16067v1_genomic.fna	37.64903114158062
GCA_000258205.1_RaeriaF0474v1.0_genomic.fna	56.67155388340254
GCA_001574395.1_ASM157439v1_genomic.fna	35.09572419385199
GCA_000163695.1_ASM16369v1_genomic.fna	43.05099715099715
GCA_000162355.2_Fuso_sp_3_1_33_V2_genomic.fna	27.02498560033512
GCA_000179955.1_ASM17995v1_genomic.fna	32.67507108718011
GCA_000345605.2_ASM34560v2_genomic.fna	39.17800233903264
GCA_000144975.1_ASM14497v1_genomic.fna	48.545131481624544
GCA_000221605.2_ASM22160v1_genomic.fna	39.44744461621295
GCA_000316075.2_Stap_lugd_ACS-027-V-Sch2_V1_genomic.fna	33.81750876371542
GCA_000156375.1_ASM15637v1_genomic.fna	63.046565788160805
GCA_000276485.1_ASM27648v1_genomic.fna	31.99132077716435
GCA_001810545.1_ASM181054v1_genomic.fna	39.43238428393656
GCA_001838215.1_ASM183821v1_genomic.fna	58.76550384941225
GCA_001811365.1_ASM181136v1_genomic.fna	48.84801823896205
GCA_001836975.1_ASM183697v1_genomic.fna	32.46599682256655
GCA_000191765.2_ASM19176v1_genomic.fna	49.91017322454051
GCA_000225705.1_Coll_tana_YIT_12063_V1_genomic.fna	60.23549308757246
GCA_001808335.1_ASM180833v1_genomic.fna	46.09663093876698
GCA_001838895.1_ASM183889v1_genomic.fna	32.58408150495918
GCA_001806725.1_ASM180672v1_genomic.fna	28.191794335163316
GCA_000164495.1_ASM16449v1_genomic.fna	50.54186466053074
GCA_001807105.1_ASM180710v1_genomic.fna	58.88169899975468
GCA_000469425.1_ASM46942v1_genomic.fna	59.4643385434988
GCA_001837025.1_ASM183702v1_genomic.fna	33.710561565838816
GCA_000155395.1_ASM15539v1_genomic.fna	62.81641060452683
GCA_000162435.1_ASM16243v1_genomic.fna	34.06485843945988
GCA_000160875.1_ASM16087v1_genomic.fna	32.51289468936542
GCA_000243015.1_Prev_macu_OT_289_V1_genomic.fna	47.706537057770426
GCA_000239715.1_Actinomyces_sp_F0330_V1_genomic.fna	67.09683021426859
GCA_000345285.2_ASM34528v2_genomic.fna	39.23725366953821
GCA_000238135.1_Eubact_bact_CM5_V1_genomic.fna	30.454778489185614
GCA_001815505.1_ASM181550v1_genomic.fna	35.76027600534204
GCA_000758845.1_04_NF40_HMP1634v01_genomic.fna	35.462967694517324
GCA_000149065.2_ASM14906v1_genomic.fna	32.619423774088915
GCA_000144285.1_ASM14428v1_genomic.fna	60.04722615010777
GCA_000174655.1_ASM17465v1_genomic.fna	50.89922466380196
GCA_000144775.1_ASM14477v1_genomic.fna	60.060333640913434
GCA_000220835.1_ASM22083v1_genomic.fna	69.68419023549191
GCA_000345805.2_ASM34580v2_genomic.fna	39.372592742752886
GCA_000179755.1_ASM17975v1_genomic.fna	38.98126922417403
GCA_000145155.1_ASM14515v1_genomic.fna	60.047154407879574
GCA_000234115.1_Prevotella_sp_F0323_V1_genomic.fna	45.490655261652286
GCA_000162335.1_ASM16233v1_genomic.fna	34.239389092262385
GCA_000345585.2_ASM34558v2_genomic.fna	39.2830748799852
GCA_000221585.2_ASM22158v2_genomic.fna	32.02551068348422
GCA_000146345.1_ASM14634v1_genomic.fna	34.23646882143197
GCA_000238635.1_Subdol_sp_4_3_54A2FAA_V1_genomic.fna	56.18261229985373
GCA_001553085.1_ASM155308v1_genomic.fna	28.74354058035401
GCA_000144585.1_ASM14458v1_genomic.fna	60.055166731956724
GCA_000315505.1_Veil_ratt_ACS-216-V-COL6B_V1_genomic.fna	41.78089082156538
GCA_000318215.2_ASM31821v2_genomic.fna	51.00769401019046
GCA_000293155.1_MspCM50v1.0_genomic.fna	44.176586676466215
GCA_000318405.1_ASM31840v1_genomic.fna	66.95174527461974
GCA_000183465.2_ASM18346v1_genomic.fna	36.96345314800045
GCA_001815885.1_ASM181588v1_genomic.fna	67.25243973452321
GCA_001810245.1_ASM181024v1_genomic.fna	32.68941077741819
GCA_000276385.1_ASM27638v1_genomic.fna	32.07983648182699
GCA_001813825.1_ASM181382v1_genomic.fna	46.59006349338266
GCA_001813755.1_ASM181375v1_genomic.fna	60.956012538640095
GCA_000334535.1_ASM33453v1_genomic.fna	39.53501762736715
GCA_000155495.1_ASM15549v1_genomic.fna	34.14997889602777
GCA_001837725.1_ASM183772v1_genomic.fna	38.09898557233162
GCA_001809895.1_ASM180989v1_genomic.fna	41.70754001457277
GCA_000286635.1_VspACP1v1.0_genomic.fna	38.83219083185401
GCA_000144065.1_ASM14406v1_genomic.fna	60.04772997177421
GCA_000257925.1_PspF0472v1.0_genomic.fna	41.32438173148114
GCA_000223355.2_ASM22335v1_genomic.fna	68.72543547134693
GCA_000160015.1_ASM16001v1_genomic.fna	38.86108967965578
GCA_000195005.1_ASM19500v1_genomic.fna	38.07527316875759
GCA_001546215.1_ASM154621v1_genomic.fna	46.493033000557645
GCA_000273625.1_PB_Fuso_sp_7_1_V1_genomic.fna	26.955127593532545
GCA_000345065.2_ASM34506v2_genomic.fna	39.355157694926035
GCA_000158075.1_ASM15807v1_genomic.fna	55.60397796346662
GCA_000185845.1_ASM18584v1_genomic.fna	41.36695619604765
GCA_000159655.1_ASM15965v1_genomic.fna	37.49120785432815
GCA_001812165.1_ASM181216v1_genomic.fna	66.37451107381615
GCA_000158215.3_Fuso_sp_2_1_31_V3_genomic.fna	28.04670872597971
GCA_001808425.1_ASM180842v1_genomic.fna	62.54427743900853
GCA_001811185.1_ASM181118v1_genomic.fna	61.696016869806705
GCA_000154825.1_ASM15482v1_genomic.fna	33.343429908828796
GCA_001807965.1_ASM180796v1_genomic.fna	35.89405164983936
GCA_000156195.1_ASM15619v1_genomic.fna	42.93315247482487
GCA_000224635.1_Desulfovibrio_sp_6_1_46AFAA_V1_genomic.fna	61.05519567498625
GCA_001809205.1_ASM180920v1_genomic.fna	31.336381602645442
GCA_001813835.1_ASM181383v1_genomic.fna	32.71059951323698
GCA_001811475.1_ASM181147v1_genomic.fna	32.17124027590012
GCA_001839325.1_ASM183932v1_genomic.fna	32.716927925564065
GCA_001837845.1_ASM183784v1_genomic.fna	37.63178381922108
GCA_001835985.1_ASM183598v1_genomic.fna	37.73764424471346
GCA_001812395.1_ASM181239v1_genomic.fna	56.2512227406874
GCA_000247915.1_Kleb_oxyt_10-5250_V1_genomic.fna	55.25188005752093
GCA_001837035.1_ASM183703v1_genomic.fna	31.913049704270826
GCA_000164175.1_ASM16417v1_genomic.fna	28.926829413847564
GCA_000192185.1_ASM19218v1_genomic.fna	43.29693769414877
GCA_000186525.1_Coprobacillus_sp_29_1_V1_genomic.fna	31.196347455149564
GCA_001806735.1_ASM180673v1_genomic.fna	28.20700424098429
GCA_001813045.1_ASM181304v1_genomic.fna	31.39606632334398
GCA_000466605.1_ASM46660v1_genomic.fna	61.65380235148093
GCA_001808325.1_ASM180832v1_genomic.fna	57.09575972152099
GCA_000276165.1_ASM27616v1_genomic.fna	31.96969930312247
GCA_001836965.1_ASM183696v1_genomic.fna	39.902351647325425
GCA_000215025.2_ASM21502v2_genomic.fna	38.52872025054132
GCA_001811375.1_ASM181137v1_genomic.fna	31.263434791344903
GCA_001838205.1_ASM183820v1_genomic.fna	58.84073160897339
GCA_000287715.1_SoralisSK304v1.0_genomic.fna	40.69479878352061
GCA_000220825.1_ASM22082v1_genomic.fna	27.532447276755068
GCA_000242955.1_Eubact_sp_3_1_31_V1_genomic.fna	37.91298544647278
GCA_000148045.1_ASM14804v1_genomic.fna	37.175136399090796
GCA_000160715.1_ASM16071v1_genomic.fna	38.691306506677506
GCA_001815515.1_ASM181551v1_genomic.fna	35.73993391326691
GCA_001814335.1_ASM181433v1_genomic.fna	46.50993092733059
GCA_000180075.1_ASM18007v1_genomic.fna	39.643295295578426
GCA_000177355.1_ASM17735v1_genomic.fna	36.467628984796875
GCA_001546515.1_ASM154651v1_genomic.fna	57.22227861456607
GCA_001553265.1_ASM155326v1_genomic.fna	43.78291847856705
GCA_000162235.2_ASM16223v2_genomic.fna	27.12390753842573
GCA_000345765.2_ASM34576v2_genomic.fna	39.37806135479426
GCA_000144815.1_ASM14481v1_genomic.fna	60.09954806839812
GCA_001811205.1_ASM181120v1_genomic.fna	58.835737994638706
GCA_000156215.1_ASM15621v1_genomic.fna	63.19464092917008
GCA_001809185.1_ASM180918v1_genomic.fna	63.553230876846946
GCA_001810425.1_ASM181042v1_genomic.fna	38.993300626126285
GCA_001838375.1_ASM183837v1_genomic.fna	51.047895292211805
GCA_001838685.1_ASM183868v1_genomic.fna	32.61700738427157
GCA_000155875.1_ASM15587v1_genomic.fna	42.489383018696074
GCA_000154125.1_ASM15412v1_genomic.fna	41.86376683017263
GCA_000469545.1_ASM46954v1_genomic.fna	56.56939783096507
GCA_001811885.1_ASM181188v1_genomic.fna	32.96392143875219
GCA_001806645.1_ASM180664v1_genomic.fna	28.42971290774916
GCA_001837145.1_ASM183714v1_genomic.fna	33.62458928647554
GCA_001553315.1_ASM155331v1_genomic.fna	38.56734071900004
GCA_000162555.1_ASM16255v1_genomic.fna	41.65585111472734
GCA_001815195.1_ASM181519v1_genomic.fna	37.73725087212567
GCA_001815465.1_ASM181546v1_genomic.fna	47.32645914707266
GCA_000758925.1_04_NF40_HMP1640v01_genomic.fna	48.37528747596368
GCA_000243175.1_Clos_perf_WAL_14572_V2_genomic.fna	28.1026565604108
GCA_000174735.1_ASM17473v1_genomic.fna	31.29272082316853
GCA_000759075.1_04_NF40_HMP2132v01_genomic.fna	41.16721361625024
GCA_000149105.2_ASM14910v1_genomic.fna	32.698981176497654
GCA_000183205.2_ASM18320v1_genomic.fna	38.963999898519795
GCA_000345965.2_ASM34596v2_genomic.fna	39.264219337465086
GCA_000162255.1_ASM16225v1_genomic.fna	36.68082381856314
